500;2;0.003000;747;504;3;1;2;65.876155;65.876155;
2390500;4;26.357000;8506322;2428836;18820;299;18819;50.193247;50.200751;49.717367;
2400500;4;26.948000;8546141;2438941;18899;300;18898;50.192038;50.198853;49.759135;
2410500;4;26.713000;8585960;2449044;18977;301;18976;50.193404;50.199620;49.797995;
2420500;4;27.137000;8626800;2459406;19057;302;19056;50.194858;50.200399;49.841829;
2430500;4;27.148000;8666619;2469511;19136;303;19135;50.193657;50.198526;49.882764;
2440500;4;27.084000;8706438;2479616;19214;305;19213;50.192428;50.199285;49.756621;
2450500;4;27.269000;8746257;2489719;19292;306;19291;50.193767;50.200034;49.794851;
2460500;4;27.734000;8787097;2500083;19373;307;19372;50.192686;50.198208;49.840555;
2470500;4;27.564000;8826916;2510186;19451;308;19450;50.194016;50.198958;49.878267;
2480500;4;27.504000;8866735;2520291;19529;310;19528;50.192802;50.199700;49.754194;
2490500;4;28.009000;8906554;2530394;19607;311;19606;50.194121;50.200439;49.791816;
2500500;4;28.056000;8946373;2540499;19686;312;19685;50.192957;50.198621;49.831727;
2510500;4;28.129000;8987213;2550861;19766;313;19765;50.194364;50.199376;49.873908;
2520500;4;28.888000;9027032;2560966;19844;315;19843;50.193168;50.200105;49.751838;
2530500;4;28.867000;9066851;2571071;19923;316;19922;50.192024;50.198310;49.791372;
2540500;4;28.372000;9106670;2581174;20001;317;20000;50.193314;50.199037;49.828165;
2550500;4;29.295000;9147210;2591461;20081;318;20080;50.193245;50.198303;49.869692;
2560500;4;28.473000;9187029;2601564;20159;319;20158;50.194523;50.199027;49.906004;
2570500;4;28.685000;9226848;2611669;20237;321;20236;50.193353;50.199742;49.786023;
2580500;4;28.891000;9266667;2621774;20316;322;20315;50.192228;50.197984;49.824709;
2590500;4;28.930000;9307507;2632136;20396;323;20395;50.193594;50.198718;49.865601;
2600500;4;29.415000;9347326;2642239;20474;324;20473;50.194848;50.199427;49.901367;
2610500;4;29.713000;9387145;2652348;20553;327;20552;50.188889;50.197690;49.630551;
2620500;4;29.446000;9426964;2662451;20631;328;20630;50.190351;50.198397;49.666595;
2630500;4;30.018000;9467804;2672813;20711;329;20710;50.191935;50.199118;49.707225;
2640500;4;29.565000;9507623;2682916;20789;330;20788;50.193413;50.199817;49.742817;
2650500;4;29.607000;9547442;2693023;20868;332;20867;50.190180;50.198105;49.630187;
2660500;4;29.967000;9587261;2703126;20946;333;20945;50.191653;50.198970;49.665686;
2670500;4;29.879000;9627080;2713229;21024;334;21023;50.193110;50.199891;49.700972;
2680500;4;29.971000;9667920;2723593;21105;335;21104;50.192366;50.198454;49.743129;
2690500;4;30.188000;9707739;2733696;21183;336;21182;50.193809;50.199370;49.777973;
2700500;4;30.518000;9747558;2743801;21261;338;21260;50.192923;50.200279;49.664793;
2710500;4;30.398000;9787377;2753906;21340;339;21339;50.192078;50.198834;49.701894;
2720500;4;31.136000;9827196;2764009;21418;340;21417;50.193507;50.199739;49.736449;
2730500;4;30.914000;9868036;2774371;21498;341;21497;50.195033;50.200664;49.775431;
2740500;4;30.937000;9907855;2784478;21577;343;21576;50.191905;50.199234;49.666233;
2750500;4;30.923000;9947674;2794581;21655;344;21654;50.193319;50.200127;49.700483;
2760500;4;30.990000;9987493;2804684;21733;345;21732;50.194728;50.201013;49.734545;
2770500;4;31.043000;10028333;2815046;21813;346;21812;50.196221;50.201921;49.772968;
2780500;4;31.258000;10068072;2825133;21892;348;21891;50.192775;50.200142;49.665351;
2790500;4;31.340000;10107891;2835236;21970;349;21969;50.194171;50.201024;49.699118;
2800500;4;31.386000;10147710;2845339;22048;350;22047;50.195551;50.201895;49.732690;
2810500;4;31.584000;10187529;2855444;22127;351;22126;50.194738;50.200496;49.768320;
2820500;4;31.848000;10228369;2865806;22207;352;22206;50.196200;50.201384;49.806001;
2830500;4;32.141000;10268188;2875911;22285;354;22284;50.195346;50.202249;49.697791;
2840500;4;32.360000;10308007;2886014;22363;355;22362;50.196708;50.203103;49.730894;
2850500;4;32.243000;10347826;2896119;22442;356;22441;50.195892;50.201720;49.766032;
2860500;4;32.259000;10388666;2906481;22522;357;22521;50.197329;50.202591;49.803179;
2870500;4;32.496000;10428485;2916586;22600;359;22599;50.196484;50.203435;49.696507;
2880500;4;32.593000;10468304;2926691;22679;360;22678;50.195682;50.202065;49.731345;
2890500;4;35.357000;10508123;2936794;22757;361;22756;50.197020;50.202905;49.763802;
2900500;4;33.844000;10547942;2946897;22835;362;22834;50.198348;50.203744;49.796080;
2910500;4;32.851000;10588782;2957263;22916;364;22915;50.195477;50.202408;49.697416;
2920500;4;33.813000;10628601;2967366;22994;365;22993;50.196801;50.203238;49.729616;
2930500;4;33.693000;10668420;2977469;23072;366;23071;50.198111;50.204062;49.761633;
2940500;4;33.371000;10708239;2987574;23151;367;23150;50.197320;50.202718;49.795626;
2950500;4;33.682000;10748058;2997677;23229;368;23228;50.198625;50.203539;49.827295;
2960500;4;33.776000;10788898;3008041;23309;370;23308;50.197889;50.204379;49.727928;
2970500;4;34.002000;10828717;3018146;23388;371;23387;50.197107;50.203048;49.761650;
2980500;4;34.401000;10868536;3028249;23466;372;23465;50.198394;50.203859;49.793069;
2990500;4;33.976000;10908355;3038352;23544;373;23543;50.199678;50.204665;49.824313;
3000500;4;34.233000;10949195;3048716;23624;375;23623;50.198949;50.205490;49.726296;
3010500;4;34.903000;10989014;3058821;23703;376;23702;50.198168;50.204167;49.759568;
3020500;4;34.356000;11028974;3068958;23781;377;23780;50.199999;50.205532;49.790569;
3030500;4;34.768000;11068793;3079063;23860;378;23859;50.199220;50.204223;49.823493;
3040500;4;35.365000;11108612;3089168;23938;380;23937;50.198416;50.205014;49.722625;
3050500;4;35.128000;11149452;3099530;24018;381;24017;50.199760;50.205825;49.757540;
3060500;4;35.370000;11189271;3109635;24097;382;24096;50.198995;50.204528;49.790206;
3070500;4;35.362000;11229090;3119738;24175;383;24174;50.200243;50.205310;49.820640;
3080500;4;35.496000;11268909;3129841;24253;384;24252;50.201479;50.206088;49.850920;
3090500;4;35.705000;11308728;3139946;24331;386;24330;50.200685;50.206866;49.751476;
3100500;4;36.414000;11349568;3150310;24412;387;24411;50.200001;50.205596;49.787818;
3110500;4;36.825000;11389387;3160413;24490;388;24489;50.201230;50.206370;49.817865;
3120500;4;36.885000;11429206;3170516;24568;389;24567;50.202451;50.207134;49.847757;
3130500;4;37.707000;11469025;3180625;24647;392;24646;50.197650;50.205862;49.622368;
3140500;4;36.276000;11508844;3190728;24725;393;24724;50.198869;50.206623;49.652458;
3150500;4;36.368000;11549684;3201090;24805;394;24804;50.200175;50.207403;49.686397;
3160500;4;36.762000;11589503;3211195;24884;395;24883;50.199422;50.206136;49.718165;
3170500;4;36.692000;11629322;3221300;24962;397;24961;50.198655;50.206894;49.622154;
3180500;4;37.143000;11669141;3231403;25040;398;25039;50.199861;50.207643;49.651862;
3190500;4;37.366000;11709981;3241767;25121;399;25120;50.199205;50.206411;49.687358;
3200500;4;36.927000;11749800;3251870;25199;400;25198;50.200401;50.207156;49.716753;
3210500;4;37.665000;11789619;3261973;25277;401;25276;50.201591;50.207901;49.746006;
3220500;4;37.573000;11829438;3272078;25355;403;25354;50.200819;50.208637;49.651285;
3230500;4;38.167000;11869257;3282183;25434;404;25433;50.200096;50.207400;49.682431;
3240500;4;38.220000;11910097;3292545;25514;405;25513;50.201347;50.208150;49.715380;
3250500;4;39.949000;11949916;3302648;25592;406;25591;50.202519;50.208879;49.744271;
3260500;4;39.471000;11989735;3312755;25671;408;25670;50.199867;50.207652;49.652656;
3270500;4;38.809000;12029915;3322950;25750;409;25749;50.200503;50.207811;49.683421;
3280500;4;39.372000;12069734;3333053;25828;410;25827;50.201676;50.208538;49.712107;
