254;0.000000;1;2;0.793651;66.929134
10160;0.000000;1;2;31.746032;99.154272
20066;0.000000;1;2;62.698413;99.762294
30226;0.000000;1;2;94.444444;99.973643
40132;0.000000;3;3;66.402116;99.679115
50038;1.000000;4;3;52.380952;99.517271
60198;1.000000;4;3;68.253968;99.729845
70104;1.000000;5;3;56.666667;99.607006
80264;1.000000;5;3;69.365079;99.755250
90170;1.000000;6;3;59.523810;99.656886
100076;1.000000;7;3;52.494331;99.578072
110236;1.000000;7;3;61.564626;99.688639
120142;1.000000;8;3;55.158730;99.620330
130048;1.000000;9;3;50.176367;99.562470
140208;1.000000;9;3;57.231041;99.650515
150114;2.000000;10;3;52.539683;99.598372
160020;2.000000;10;3;58.730159;99.671399
170180;2.000000;11;3;54.473304;99.625824
180086;2.000000;12;3;50.793651;99.583723
190246;2.000000;12;3;56.084656;99.647494
200152;2.000000;13;3;52.564103;99.608529
210058;2.000000;13;3;57.326007;99.663689
220218;2.000000;14;3;54.081633;99.628822
230124;2.000000;15;3;51.164021;99.595740
240030;2.000000;15;3;55.291005;99.644533
250190;2.000000;16;3;52.579365;99.614625
260096;3.000000;17;3;50.093371;99.585899
270256;3.000000;17;3;53.828198;99.630710
280162;3.000000;18;3;51.410935;99.603467
290068;3.000000;18;3;54.850088;99.643583
300228;3.000000;19;3;52.589808;99.618690
310134;3.000000;20;3;50.476190;99.594466
320040;3.000000;20;3;53.571429;99.631099
330200;3.000000;21;3;51.587302;99.608853
340106;3.000000;21;3;54.535147;99.642912
350012;4.000000;22;3;52.525253;99.620755
360172;4.000000;23;3;50.759144;99.600653
370078;4.000000;23;3;53.450656;99.632171
380238;4.000000;24;3;51.719577;99.612822
390144;4.000000;25;3;50.063492;99.593714
400050;4.000000;25;3;52.539683;99.623039
410210;4.000000;26;3;50.976801;99.605332
420116;4.000000;26;3;53.357753;99.632987
430022;4.000000;27;3;51.763668;99.615181
440182;4.000000;28;3;50.340136;99.598862
450088;5.000000;28;3;52.551020;99.624816
460248;5.000000;29;3;51.149425;99.608994
470154;5.000000;29;3;53.284072;99.633629
